id,word,meaning_en,meaning_kr,english_form,eng_def,sentence_kr,sentence_en,level,level_label,dict_level,pos,dict_pos,has_entry
1170,비용,Expense,어떤 일을 하는 데 드는 돈.,cost; expense,A sum of money spent in doing a certain work. ,나는 이사 비용으로 삼십만 원을 썼다.,,B,Intermediate,중급,1,명사,1
1171,비행기,An airplane,사람이나 물건을 싣고 하늘을 날아다니는 탈것.,plane; airplane,A flying vehicle that carries passengers and cargo.,서울발 뉴욕행 비행기를 예약하고 싶습니다.,,A,Beginner,초급,1,명사,1
1172,옳다,"To be right, correct",규범에 맞고 바르다.,right; righteous,Being in accord with a rule and just.,그는 부당한 이득을 탐하지 않고 평생 옳은 삶을 살아 왔다.,,B,Intermediate,초급,4,형용사,1
1173,원래,"originally,primarily",어떤 것이 이어지거나 전해 내려온 맨 처음.,origin,The beginning of something.,어질어 놓은 것을 원래대로 해 놓거라.,,B,Intermediate,중급,1,명사,1
1174,처리,"handling,treatment","일이나 사무, 사건을 절차에 따라 정리해 마무리함.",handling,"An act of settling and completing a task, job, or incident through a certain procedure.",갈수록 늘어가는 쓰레기 처리 문제가 심각하다.,,C,Advanced,중급,1,명사,1
1175,최초,"In the very first, in the beginning",맨 처음.,being the first; being original,The first of its kind.,임 감독의 영화는 우리나라에서 최초로 백만 관객 동원이라는 기록을 세웠다.,,B,Intermediate,중급,1,명사,1
1176,꼴,Shape or  form or  appearance,사물의 모양.,shape; look; sight,The shape of an object.,그 책상은 네모난 꼴이었다.,,C,Advanced,고급,1,명사,1
1177,놀이,"Play, game",즐겁게 노는 일.,play; entertainment,The act of enjoying something or playing for fun. ,방 한쪽 구석에서는 아이들이 인형 놀이를 하고 있었다.,,B,Intermediate,초급,1,명사,1
1179,뿌리,A root,땅속으로 뻗어서 물과 양분을 빨아올리고 줄기를 지탱하는 식물의 한 부분.,root,The part of a plant that grows underground to take in water and nutrients and that supports the stem.,꽃에 물을 너무 자주 주어서 뿌리가 썩었다.,,B,Intermediate,중급,1,명사,1
1180,수입,Importing sth,어떤 일을 하여 돈이나 물건 등을 거두어들임. 또는 그 돈이나 물건.,earning; income,"The act of obtaining money or goods, etc., for one's work; or the money or goods thus obtained. ",경기가 좋아지면서 상인들의 수입도 점차 늘고 있다.,,B,Intermediate,중급,1,명사,1
1181,초,"Initial, in the beginning, first",불을 붙여 빛을 내는 것.,candle,Something that lights up when ignited.,갑자기 정전이 되자 나는 초를 찾아 불을 붙였다.,,B,Intermediate,고급,5,명사,1
1183,그리하여,And then or  and so or  and now,그렇게 하여.,that's how,In that way.,그는 어릴 때부터 책을 많이 읽었고 그리하여 많은 지식을 쌓을 수 있었다.,,C,Advanced,고급,3,부사,1
1184,낮,Daytime,해가 뜰 때부터 질 때까지의 동안.,day; daytime,The time from sunrise to sunset.,여름은 낮이 길고 밤이 짧은 계절이다.,,A,Beginner,초급,1,명사,1
1186,일찍,Early,정해진 시간보다 빠르게.,early,Before the specified time.,할아버지는 아침 일찍 일어나신다.,,A,Beginner,초급,3,부사,1
1187,직원,Staff,일정한 직장에 소속되어 일하는 사람.,employee, A person who works at a certain workplace.,그녀는 학교를 졸업하고 백화점 직원으로 잠시 일했었다.,,B,Intermediate,초급,1,명사,1
1188,찍다,Stamp with a dojang,날이 있는 연장 등으로 내리치거나 끝이 뾰족한 것으로 찌르다.,strike; chop,"To hit or stab something with a bladed tool, sharp object, etc.",나무꾼이 도끼로 통나무를 찍어 땔감을 만든다.,,A,Beginner,중급,2,동사,1
1189,가볍다,Light,무게가 적다.,light,Weighing little.,그는 가방에 든 필요 없는 물건은 빼 버리고 가방을 가볍게 해서 여행을 갔다.,,A,Beginner,초급,4,형용사,1
1190,내부,The inside,사물의 안쪽 공간.,inside; interior,The inner space of an object.,지하실 내부가 깜깜해서 아무것도 보이지 않았다.,,C,Advanced,중급,1,명사,1
1191,다소,"1) Large and small, 2) more or less",분량이나 정도의 많고 적음.,more or less,A compound noun meaning more or less in degree or quantity. ,다소의 차이는 있겠지만 아이들은 대개 돌이 지나면 걷기 시작한다.,,C,Advanced,중급,3,명사,1
1192,상대,"counterpart,companion,rival",서로 마주 대함. 또는 그런 대상.,facing each other,"An act of facing each other, or the person one does this with.",남편은 집에 오면 아이의 놀이 상대가 되어 주곤 한다.,,B,Intermediate,중급,1,명사,1
1193,오전,Morning,아침부터 낮 열두 시까지의 동안.,morning,The time from morning to noon. ,승규는 오늘 오전 수업만 있는 날이라 일찍 집에 갔다.,,A,Beginner,초급,1,명사,1
1194,피부,Skin,사람이나 동물의 몸을 싸고 있는 살의 겉 부분.,skin,The outer surface of the flesh that covers the human or animal body.,겨울에는 피부가 건조해지기 쉽다.,,B,Intermediate,중급,1,명사,1
1195,가게,Store,작은 규모로 물건을 펼쳐 놓고 파는 집.,shop; store,A place where products are displayed and sold on a small scale.,윗동네의 야채 가게는 신선한 야채들을 싼값에 팔아서 손님이 매우 많다.,,A,Beginner,초급,1,명사,1
1196,가득,Full,양이나 수가 정해진 범위에 꽉 찬 모양.,full ,In a quantity or amount that reaches full capacity.,엄마가 보리차를 주전자에 가득 차게 끓였다.,,B,Intermediate,초급,3,부사,1
1197,그저,1) still or  all the time  2) easily or  with no effort,이제까지 변함없이 계속해서.,just; same,Lasting up until now without a change.,창밖에는 그저 비가 내리고 있는 우울한 오후였다.,,C,Advanced,중급,3,부사,1
1198,도,Degrees (temperature),윷놀이에서 윷짝의 세 개는 엎어지고 한 개만이 젖혀진 경우를 이르는 말.,do,"A case in yunnori, a traditional Korean board game, where one of the four sticks acting as dice land faceup, the other three facedown, which moves the player's piece one step forward .",민준이는 이번 차례에 도만 나와도 승규의 말을 따라잡을 수 있다.,,C,Advanced,,5,명사,1
1199,벽,A wall,집이나 방의 둘레를 단단하게 막고 있는 부분.,wall,Any of the parts that enclose a room or house.,아버지는 거실 벽에 새 그림을 걸으셨다.,,B,Intermediate,초급,1,명사,1
1200,장군,A general,군대에서 최고의 지위를 가지고 군대를 거느리고 지휘하는 사람.,general; admiral,A high-ranking person in the military that leads and commands his/her troops.,어릴 때부터 힘이 세고 무술 실력 뛰어났던 그는 커서 장군이 되었다.,,B,Intermediate,고급,1,명사,1
1201,무역,Trade,지방과 지방 사이에 서로 물건을 사고파는 일.,trade; commerce,The business of buying and selling goods among regions.,정부는 국내 무역 거래에 부과하던 세금을 낮추기로 했다.,,B,Intermediate,중급,1,명사,1
1202,부담,"A burden,responsibility","일을 맡거나 책임, 의무를 짐.",burden; obligation,The act of undertaking a job or bearing a responsibility or duty.,해외로 유학을 가는 것은 경제적인 부담이 된다.,,C,Advanced,중급,1,명사,1
1203,약속,A promise,다른 사람과 어떤 일을 하기로 미리 정함. 또는 그렇게 정한 내용.,promise; appointment; pledge,"An act of agreeing with someone to do a certain thing, or details of such an agreement. ",김 교수는 갑자기 회의가 생겨 학생들하고 잡은 점심 식사 약속을 취소했다.,,A,Beginner,초급,1,명사,1
1204,인사,Greetings,사회적 지위가 높거나 사회에서 활발히 활동하는 사람.,figure; distinguished person,A person of high social standing or active in a society. ,이번 학회에는 학계의 내로라하는 인사들이 모두 모였다.,,A,Beginner,고급,1,명사,1
1205,줄,"Line, row, chord",무엇을 묶거나 매는 데 쓰는 가늘고 긴 물건.,rope; string,"A thin, long item that is used to tie or knot things together.",사람들이 공중에 줄을 매어 놓고 줄을 타고 있다.,,B,Intermediate,초급,1,명사,1
1206,쳐다보다,To look up at,아래에서 위를 올려 보다.,look up,To look upwards from below.,아이는 나뭇가지에 걸린 풍선을 쳐다보며 울고 있었다.,,B,Intermediate,초급,2,동사,1
1207,충분히,"Enough, sufficiently",모자라지 않고 넉넉하게.,enough; sufficiently; fully,"In an ample quantity, without shortage. ",나는 어제 충분히 자지 못해서 하루 종일 졸음이 쏟아졌다.,,B,Intermediate,중급,3,부사,1
1209,신체,The body,사람의 몸.,body,The body of a person.,우리는 매일 아침 함께 운동을 하며 신체를 단련했다.,,B,Intermediate,중급,1,명사,1
1210,에너지,Energy,"사람이 육체적, 정신적 활동을 하는 데 필요한 힘.",energy; power,The strength necessary for doing physical and mental activities. ,나는 에너지가 많이 소모되는 운동을 해서 살을 많이 뺐다.,,B,Intermediate,중급,1,명사,1
1211,위원,A member of a committee,선거나 임명을 통하여 단체에서 특정한 목적의 일을 맡은 사람.,member,A person elected or appointed to be responsible for doing something for a special purpose in a group.,당의 대표 위원들이 모여 이번 선거에 대해서 토의를 했다.,,C,Advanced,고급,1,명사,1
1212,정리하다,To adjust,흐트러지거나 어수선한 상태에 있는 것을 한데 모으거나 치우다.,organize,To gather or clear away dispersed or unorganized items.,하루 종일 이삿짐을 정리하다 보니 벌써 밤이 되었다.,,B,Intermediate,,2,동사,1
1213,집안,Inside the house,가족을 구성원으로 하여 생활을 하는 공동체. 또는 가까운 일가.,house; home,"A community consisting of family members who live together, or close relatives.",그는 온 식구가 음악을 하는 음악가 집안에서 태어났다.,,B,Intermediate,중급,1,명사,1
1214,배경,Background,뒤쪽의 경치.,background,The view at the back. ,여자는 아름다운 꽃을 배경으로 사진을 찍었다.,,B,Intermediate,중급,1,명사,1
1215,죽이다,To kill,생물이 생명을 잃게 하다.,kill,To cause a living creature to lose its life.,지수가 깜빡하고 물을 주지 않아 기르던 화초를 죽였다.,,B,Intermediate,중급,2,동사,1
1217,단순하다,Be simple-minded,복잡하지 않고 간단하다.,simple,"Simple, not complex.",그 일은 어느 누구나 손쉽게 할 수 있는 단순한 작업이었다.,,B,Intermediate,,4,형용사,1
1218,반대,Opposite and being opposed to (objecting to),"어떤 것이 다른 것과 모양, 위치, 방향, 속성 등에서 완전히 다름.",opposite; contrary,"A state in which something is completely different from another thing in its shape, position, direction, quality, etc.",이 문제는 방금 풀었던 문제를 반대로 생각해서 풀면 돼.,,B,Intermediate,초급,1,명사,1
1219,법칙,"A law, a rule",반드시 지켜야 하는 규범.,rule; law; regulation,Norms that one is supposed to abide by at all times. ,시민 사회를 유지하기 위해서는 엄격한 법칙이 필요하다.,,C,Advanced,중급,1,명사,1
1220,빠지다,"To indulge in, be addicted to",박혀 있거나 끼워져 있던 것이 제자리에서 나오다.,fall out; slip out,For something embedded or inserted into something else to come out.,책 속에 끼워 두었던 지폐 한 장이 책 속에서 빠졌다.,,B,Intermediate,중급,2,동사,1
1221,소금,Salt,짠맛을 내는 하얀 가루.,salt,A white powder that tastes saline.,어머니는 소금으로 간을 맞추고 요리를 하셨다.,,A,Beginner,초급,1,명사,1
1222,오염,"Contamination, pollution",더러운 상태가 됨.,pollution; contamination,The state of being polluted.,공장의 폐수로 인한 바다의 오염이 심각한 상태다.,,C,Advanced,중급,1,명사,1
1224,자전거,Bicycle,사람이 올라타고 두 발로 발판을 밟아 바퀴를 굴려서 나아가는 탈것.,bicycle,"A vehicle that is moved by a person riding on it, who rolls its wheels by pushing pedals with his/her feet.",엄마는 시장에 갈 때 자전거를 타고 다니신다.,,A,Beginner,초급,1,명사,1
1225,참여하다,"To participate in, take part in",여러 사람이 같이 하는 어떤 일에 끼어들어 함께 일하다.,participate; get involved,To join a group to work together. ,주민들은 자발적으로 분리수거에 참여했다.,,C,Advanced,,2,동사,1
